#OTUId	62.AVI372_T	07.AVI413	54.AVI323_1	26.AVI335	40.AVI446_TA	66.AVI404_T	29.AVI420_T	41.AVI471_T	15.AVI440	63.AVI372_TA	68.AVI448_1	39.AVI446_T	02.AVI383	57.AVI352_2	36.AVI429_2	49.AVI355	03.AVI403	37.AVI434_T	65.AVI376_TA	21.AVI340	01.AVI369	70.AVI406_T	59.AVI354_2	58.AVI354_1	46.AVI332	60.AVI362_T	64.AVI376_T	55.AVI323_2	47.AVI349	11.AVI433	44.AVI327	33.AVI427_1	30.AVI420_TA	28.AVI390_2	48.AVI353	25.AVI334	24.AVI333	35.AVI429_1	69.AVI448_2	32.AVI422_TA	31.AVI422_T	45.AVI328	34.AVI427_2	12.AVI436	20.AVI339	38.AVI434_TA	16.AVI470	27.AVI390_1	19.AVI338	67.AVI409_T	13.AVI438	04.AVI408	14.AVI439	61.AVI362_TA	08.AVI414	56.AVI352_1	taxonomy
OTU_119	9	5	25	234	89	62	85	13	4	1	247	186	7	30	13	34	87	17	11	29	6	124	79	31	153	2	10	10	72	13	252	4	92	28	7	35	29	8	81	36	55	145	8	8	73	14	3	20	48	32	11	87	67	7	3	13	Bacteria;;;;;;
OTU_68	7	187	159	68	47	91	89	1	97	0	4	33	279	116	18	425	156	233	33	243	360	87	319	376	11	4	41	256	4	299	177	68	139	107	97	138	115	37	2	29	24	355	99	381	245	162	111	84	95	108	87	210	290	3	147	89	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_266	3	2	253	0	0	0	0	1	0	1	0	0	1	1	0	4	1	0	0	0	1	0	3	5	0	1	1	487	0	1	1	1	1	0	0	0	1	1	0	3	2	17	0	4	1	0	0	1	2	0	1	34	0	4	1	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_548	8	18	105	32	30	34	31	36	8	6	40	72	0	18	4	24	30	15	22	12	25	38	35	11	19	62	21	84	67	7	57	13	30	15	187	18	21	3	24	7	9	19	28	12	34	14	3	11	39	7	7	6	39	100	8	11	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_161	2	1	15	33	20	16	27	23	1	2	4	35	8	10	4	15	37	45	3	24	0	23	28	5	17	7	5	9	54	0	80	4	30	15	27	14	18	1	4	1	24	22	11	3	12	48	3	9	9	0	5	20	4	3	3	7	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_99	7	18	680	71	59	196	43	40	23	0	24	120	104	292	30	54	10	78	93	83	8	106	69	35	25	78	93	1028	92	43	76	51	47	40	442	13	39	56	41	26	35	14	130	264	37	180	16	18	193	208	10	57	25	71	19	92	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_432	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Petrobacter;
OTU_295	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium;
OTU_86	3	10	805	24	61	88	22	32	15	19	21	135	64	19	15	151	36	55	9	41	12	127	102	19	187	44	8	277	82	51	83	4	37	19	198	54	74	12	30	15	29	106	3	53	265	34	22	26	13	0	88	26	145	63	13	20	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;
OTU_49	3	60	15	16	63	18	3	3	107	1	24	69	174	160	15	45	33	2	15	409	22	13	46	131	21	12	28	37	22	489	7	21	15	453	69	106	113	6	13	785	497	10	13	335	33	17	5	2610	83	0	119	20	38	12	1	210	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_167	5	10	1	18	5	0	16	0	1	13	34	1	77	3	131	12	10	12	0	19	58	0	9	3	27	22	1	26	16	16	25	36	24	6	1	11	17	73	50	2	3	59	40	156	20	15	9	4	15	5	2	68	12	23	0	6	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_66	8	48	297	78	78	36	30	0	54	4	38	248	187	65	10	77	150	2	5	71	112	92	43	12	115	73	16	174	196	38	210	7	36	70	149	170	153	17	37	21	30	155	21	167	194	0	21	30	39	0	20	158	75	85	35	8	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
OTU_361	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;
OTU_556	4	1	9	17	0	12	2	0	3	3	4	0	0	0	11	4	0	1	403	14	0	73	0	0	3	0	643	23	0	4	3	0	4	25	0	0	1	11	1	32	36	19	5	8	4	2	0	41	3	1	2	7	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_2026	3	0	34	1	12	44	5	101	2	8	12	57	1	7	3	11	3	55	75	4	6	41	12	2	0	13	45	33	31	4	12	1	12	26	123	4	4	6	4	9	11	5	8	8	8	68	3	4	16	94	0	3	6	15	2	7	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_137	4	9	101	5	41	60	12	129	10	3	4	189	8	17	4	73	0	70	25	3	10	96	25	9	13	37	46	69	136	0	12	10	9	4	240	11	20	3	6	4	15	17	15	47	15	51	2	8	35	29	9	0	4	35	4	4	Bacteria;Firmicutes;;;;;
OTU_267	4	0	0	0	0	2	0	0	120	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	68	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium XI;
OTU_222	1	9	10	4	3	4	4	12	5	2	3	0	7	9	12	12	9	0	2	9	18	15	7	7	13	4	0	0	9	6	3	2	7	1	4	2	8	5	2	6	9	8	1	0	12	0	10	13	3	0	4	31	8	1	1	3	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_141	5	0	0	0	22	67	8	482	4	7	10	62	0	30	1	15	0	227	130	7	0	115	35	5	2	45	94	0	50	0	12	8	12	14	189	4	0	4	7	7	11	3	20	2	2	300	1	0	66	51	0	0	4	78	1	30	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_165	4	3	76	16	249	55	9	1	30	6	30	792	38	18	21	362	19	25	200	116	29	159	108	66	55	8	223	83	101	8	11	18	24	72	128	40	200	48	45	3	10	195	38	128	435	14	2	31	66	13	8	21	25	60	5	20	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_468	1	3	14	5	1	13	0	2	1	2	0	15	0	0	2	8	5	9	3	5	3	3	7	6	13	10	5	2	11	4	4	0	5	4	25	4	6	2	0	0	4	14	2	13	14	1	1	4	0	0	9	1	6	14	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_692	2	42	234	74	32	41	92	28	9	15	79	62	5	62	10	42	30	34	47	37	39	43	59	33	25	19	78	122	130	3	52	44	100	48	584	31	48	15	87	46	42	49	69	22	78	19	17	46	103	0	32	93	48	51	37	65	Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis;Saccharibacteria_genera_incertae_sedis;Saccharibacteria_genera_incertae_sedis;Saccharibacteria_genera_incertae_sedis;
OTU_112	1	10	58	168	176	2	1	14	8	2	164	77	1	5	69	34	46	3	0	26	22	122	19	22	32	32	0	87	4	159	19	2	4	24	0	6	8	61	276	8	31	152	8	10	7	3	12	23	28	25	7	109	13	33	46	7	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_148	3	6	43	29	30	21	4	10	42	2	10	58	22	14	10	28	7	4	16	46	9	51	9	22	11	3	36	132	6	21	23	5	4	22	18	50	49	10	2	12	22	11	8	41	47	2	3	8	20	8	10	16	29	17	4	8	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_182	2	1	72	60	1	11	0	15	3	8	13	2	8	5	1	6	11	5	9	22	24	3	10	4	10	3	28	124	6	0	22	11	9	2	14	14	12	2	6	11	5	6	17	3	6	3	2	7	8	0	2	14	2	35	1	19	Bacteria;Firmicutes;Clostridia;;;;
OTU_860	1	53	6	35	17	13	17	7	52	0	9	17	135	89	17	55	27	0	30	130	115	14	115	150	4	67	38	36	0	111	8	36	18	11	3	3	27	4	7	31	51	40	45	78	4	2	129	0	3	39	9	7	12	63	84	99	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_849	1	0	12	3	0	22	6	11	10	2	35	0	0	11	0	4	0	6	4	14	0	0	6	11	3	2	7	18	0	0	25	6	14	6	3	0	9	2	25	0	0	17	7	72	10	3	11	6	14	0	10	0	6	3	0	19	Bacteria;;;;;;
OTU_120	4	287	24	17	27	27	44	7	18	7	0	34	218	2	4	105	26	25	3	66	15	18	6	1	131	9	1	6	27	37	140	2	45	5	6	19	63	7	7	5	10	42	0	82	150	13	50	7	15	0	7	24	12	31	42	0	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;;
OTU_102	2	9	174	18	6	12	6	4	75	0	74	15	120	23	6	17	7	0	93	103	1	143	51	39	2	0	57	544	42	41	178	12	16	18	237	67	90	8	22	4	6	0	10	204	287	0	8	8	136	16	33	12	144	0	23	17	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_513	1	127	52	143	7	13	37	0	134	2	9	12	2	272	208	6	22	0	1	88	109	54	4	13	29	3	2	119	64	2	8	18	64	16	3	91	30	84	0	486	319	255	21	1	140	1	59	56	60	20	163	876	112	0	187	235	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiracea_incertae_sedis;
OTU_145	1	18	114	90	40	20	13	2	75	0	15	87	59	14	12	25	218	1	37	83	76	67	26	12	43	4	26	176	9	44	18	1	20	51	32	179	128	20	13	11	10	15	16	74	198	1	16	26	16	0	44	114	117	3	3	13	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_115	2	8	49	132	36	168	4	38	1	3	6	58	1	25	6	25	14	6	6	31	6	20	93	28	9	44	6	26	157	0	197	5	3	8	45	67	188	7	7	11	12	91	7	7	107	3	4	22	6	0	13	23	38	54	14	29	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;;
OTU_199	1	0	18	13	5	9	1	0	0	6	5	1	0	7	10	10	0	0	3	13	21	13	6	6	10	9	15	7	9	3	14	5	10	16	0	0	18	7	16	1	1	7	5	8	45	1	1	25	55	0	0	0	0	6	6	11	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_521	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;
OTU_880	1	3	0	0	0	0	0	5	1	1	1	4	3	2	1	4	0	0	0	8	3	1	0	2	33	4	0	0	0	5	0	5	3	3	0	2	5	3	0	2	1	21	1	4	2	0	1	3	2	0	0	2	1	0	0	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_814	1	14	3	65	14	1	1	0	6	1	1	28	5	13	3	1	0	0	0	10	15	5	14	36	9	11	0	7	10	7	37	0	3	1	6	8	4	2	6	16	44	6	3	16	0	0	0	0	9	0	3	107	0	12	132	17	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1681	1	12	0	34	4	4	3	0	2	1	8	2	19	23	0	3	6	0	1	17	9	4	6	16	0	12	4	0	6	2	37	5	7	7	0	4	7	0	8	11	19	24	4	8	11	0	3	3	1	0	0	12	0	10	41	24	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_85	0	332	0	38	14	0	0	0	65	3	10	11	673	12	179	829	0	0	220	23	123	55	10	83	60	136	329	0	0	301	17	111	0	0	2	26	55	120	9	49	48	83	77	324	50	0	252	1	77	5	164	82	66	178	15	54	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1908	0	53	22	24	1	0	0	140	36	0	0	1	64	230	24	10	0	17	13	13	57	13	45	41	40	1	25	56	37	0	171	20	0	2	11	3	33	42	3	0	0	377	46	4	6	109	1	3	529	0	40	0	15	0	140	214	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_317	0	75	22	42	4	1	0	154	31	0	0	0	102	270	48	10	0	18	20	25	53	16	51	44	39	0	29	61	47	2	219	17	0	4	9	3	45	44	1	0	1	419	58	4	16	109	1	3	743	0	52	0	9	0	159	274	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa;
OTU_82	0	66	2	127	150	20	34	4	24	2	183	101	138	193	51	39	218	1	1	85	151	8	65	155	21	7	4	4	5	55	20	73	88	37	13	43	19	37	74	44	21	155	85	189	15	1	379	33	4	27	19	289	32	9	123	164	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_754	0	38	9	37	21	16	14	5	68	0	8	13	147	73	25	90	21	1	39	157	172	7	132	188	5	63	45	34	0	143	11	38	25	8	0	3	43	10	20	48	53	56	66	97	2	2	166	7	16	39	14	15	9	88	95	104	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_164	0	18	12	29	3	2	3	3	2	0	17	1	0	26	47	38	22	0	0	38	17	15	31	26	29	6	0	40	1	64	15	0	9	6	0	2	10	23	10	16	25	44	6	127	16	2	20	3	1	0	12	58	9	8	2	34	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_315	0	47	1	5	70	0	0	4	1	0	0	34	0	0	139	0	16	0	0	23	24	3	0	0	3	0	0	0	0	9	8	32	0	3	0	0	1	120	5	0	1	5	53	130	6	0	0	0	3	3	2	3	3	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_175	0	9	96	15	4	14	2	20	5	14	6	20	13	5	6	49	34	34	8	10	3	8	13	1	87	0	2	27	35	4	40	1	1	8	34	11	14	1	5	2	1	23	0	6	49	14	13	4	0	0	14	3	11	4	3	2	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;;
OTU_16	0	10	0	139	2	0	0	0	0	0	0	0	2	0	0	10	13	0	0	6	18	8	0	0	9	0	0	0	10	0	19	0	0	0	69	34	0	0	0	0	0	7	0	0	63	0	0	0	8	0	0	0	0	0	7	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
OTU_108	0	6	12	4	34	20	10	31	37	0	18	22	4	101	1	28	2	5	38	18	22	42	95	343	53	7	59	24	48	46	21	0	42	3	0	38	34	0	31	22	35	189	0	1	50	73	4	12	10	0	41	59	13	1	14	264	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_173	0	4	80	0	5	13	150	0	1	2	12	37	4	21	2	1	6	18	16	14	2	17	18	8	2	18	10	30	15	13	60	0	176	5	45	1	6	4	2	2	1	9	6	5	5	25	1	23	10	0	5	1	0	13	5	25	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_incertae_sedis;
OTU_118	0	2	338	0	21	105	15	7	3	0	8	131	15	12	26	76	8	23	19	5	4	177	91	25	9	2	4	134	14	6	22	12	16	5	199	5	30	18	15	5	24	5	16	4	16	11	15	7	5	24	12	0	13	13	0	9	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Parvibacter;
OTU_190	0	2	31	4	21	4	7	8	5	1	19	43	13	3	3	5	5	6	24	16	2	27	12	2	4	54	30	7	20	6	12	1	13	5	41	17	11	6	17	7	9	6	6	12	15	5	3	0	10	4	5	14	12	57	4	3	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
OTU_730	0	3	47	0	87	0	0	0	4	0	38	123	0	2	4	36	17	0	0	0	44	3	0	0	3	0	0	54	13	0	32	30	0	0	0	0	0	0	28	0	0	308	35	0	0	0	0	0	0	0	0	0	4	0	2	2	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_198	0	1	48	29	39	29	10	3	21	0	11	101	5	24	7	60	21	2	18	24	18	66	35	3	57	11	9	53	11	13	22	0	10	11	200	52	46	6	9	3	12	35	12	20	45	6	3	5	9	26	7	16	21	29	3	15	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_129	0	1	510	30	13	9	1	5	0	1	2	31	0	50	10	2	1	0	0	8	13	9	28	17	9	27	4	282	265	0	46	2	1	14	4	17	7	9	3	7	15	15	4	0	31	0	0	19	2	0	0	1	2	8	9	9	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_484	0	2	1	7	0	0	4	0	41	0	0	2	1	1	4	82	0	1	1	0	6	8	0	1	2	1	0	12	170	0	0	0	7	0	37	17	0	1	0	1	0	0	1	1	2	0	0	0	169	0	1	0	0	4	28	2	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_832	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
OTU_142	0	4	41	23	91	6	0	2	21	0	2	84	1	26	16	0	0	5	104	18	19	29	4	15	0	3	101	135	6	3	25	18	0	0	25	9	22	28	1	27	14	0	22	10	6	14	0	1	140	0	4	11	21	2	4	54	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_54	0	2	0	69	0	0	0	0	0	0	0	0	2	0	0	4	10	0	0	3	4	6	0	0	1	0	0	0	1	0	7	0	0	0	32	13	4	0	0	0	0	2	0	0	29	0	0	0	6	0	0	0	0	0	4	0	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Sediminibacterium;
OTU_333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_97	0	0	0	1	0	0	35	0	0	0	8	0	0	0	373	0	3	4	0	0	0	0	0	0	0	0	0	0	2	0	0	27	53	0	0	0	0	277	13	565	1252	0	34	0	0	25	0	0	1	0	0	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium;
OTU_169	0	0	118	9	0	14	0	0	0	0	7	0	0	12	2	28	0	0	68	1	0	24	2	12	0	3	263	86	2	0	3	0	0	0	2	10	7	0	8	8	7	0	2	0	37	0	0	0	29	0	0	0	0	2	0	6	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_227	0	0	35	1	8	5	2	35	2	0	7	22	2	2	6	6	0	12	5	3	0	18	5	2	2	23	1	3	8	2	6	5	2	5	9	0	10	1	10	1	2	3	0	3	7	28	0	1	4	1	2	0	0	17	0	5	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_297	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;;;;;
OTU_69	0	0	11	0	12	22	0	1822	3	0	3	85	0	3	139	180	0	1878	20	1	0	202	164	72	44	10	11	6	2	0	15	21	1	3	108	2	5	219	2	1	0	1	41	5	17	2400	0	2	17	292	4	0	10	11	0	0	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;
OTU_193	0	0	10	1	43	114	0	296	2	0	1	26	8	3	0	11	0	79	133	0	1	128	1	1	0	7	76	62	4	0	60	7	0	10	1	0	0	0	6	1	2	3	7	32	6	233	0	4	104	0	0	0	2	9	0	6	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_343	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	9	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiracea_incertae_sedis;
OTU_353	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
OTU_382	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	12	0	0	1	2	0	5	0	0	0	0	0	4	0	1	0	2	0	0	3	0	0	0	0	0	0	1	6	0	0	0	6	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
OTU_489	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1490	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
OTU_449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae;Dietzia;
OTU_395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
OTU_937	0	0	0	0	0	0	21	29	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	1	0	0	0	0	0	24	10	0	0	0	0	0	2	0	0	2	3	0	5	0	12	0	26	1	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;
OTU_470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;
OTU_336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;
OTU_339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae;Dietzia;
OTU_422	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia/Shigella;
OTU_347	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	7	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
OTU_362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;
OTU_344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
OTU_485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
